reporter_name,reporter_iso,year,gdp_growth_annual_pct
Benin,BEN,2019,6.86568662848335
Benin,BEN,2018,6.69725362180888
Benin,BEN,2017,5.67156195150444
Benin,BEN,2016,3.33967342629693
Benin,BEN,2015,1.77815106030278
Bermuda,BMU,2024,1.88822861970388
Bermuda,BMU,2023,4.33447280353832
Bermuda,BMU,2022,6.25695521240877
Bermuda,BMU,2021,4.76497899668355
Bermuda,BMU,2020,-6.97162571479863
Bermuda,BMU,2019,0.307106461240664
Bermuda,BMU,2018,-0.432801300339307
Bermuda,BMU,2017,3.61141983706115
Bermuda,BMU,2016,-0.657206304259205
Bermuda,BMU,2015,0.775529699568978
Bhutan,BTN,2024,7.49856206754038
Bhutan,BTN,2023,4.63215702969933
Bhutan,BTN,2022,5.21386783786224
Bhutan,BTN,2021,4.42136738945015
Bhutan,BTN,2020,-10.2183974208569
Bhutan,BTN,2019,5.75514851246506
Bhutan,BTN,2018,3.50187185732737
Bhutan,BTN,2017,2.08684522733067
Bhutan,BTN,2016,8.47594339232963
Bhutan,BTN,2015,6.66080128866197
Bolivia,BOL,2024,-1.12335595517212
Bolivia,BOL,2023,2.51636590154891
Bolivia,BOL,2022,3.74741781241461
Bolivia,BOL,2021,10.0290488827886
Bolivia,BOL,2020,-12.7194690092717
Bolivia,BOL,2019,1.50672102666863
Bolivia,BOL,2018,2.86808404814794
Bolivia,BOL,2017,4.19520633364647
Bolivia,BOL,2016,4.26392086992173
Bolivia,BOL,2015,4.85718718508603
Bosnia and Herzegovina,BIH,2024,3.22679979810856
Bosnia and Herzegovina,BIH,2023,1.99439414850893
Bosnia and Herzegovina,BIH,2022,4.22681333390325
Bosnia and Herzegovina,BIH,2021,7.39164256472846
Bosnia and Herzegovina,BIH,2020,-3.01509335460439
Bosnia and Herzegovina,BIH,2019,2.88585242083978
Bosnia and Herzegovina,BIH,2018,3.82900399349064
Bosnia and Herzegovina,BIH,2017,3.24409895306594
Bosnia and Herzegovina,BIH,2016,3.24225822231566
Bosnia and Herzegovina,BIH,2015,4.28413016137854
Botswana,BWA,2024,-2.77988981666252
Botswana,BWA,2023,3.20806812224438
Botswana,BWA,2022,5.48601706446772
Botswana,BWA,2021,11.9162724376008
Botswana,BWA,2020,-8.72888243996397
Botswana,BWA,2019,3.0317733945467
Botswana,BWA,2018,4.18869237159223
Botswana,BWA,2017,4.11437856445083
Botswana,BWA,2016,7.20442475914267
Botswana,BWA,2015,-4.85132507409779
Brazil,BRA,2024,3.41931516501906
Brazil,BRA,2023,3.24165532906981
Brazil,BRA,2022,3.01669435393015
Brazil,BRA,2021,4.76260437908608
Brazil,BRA,2020,-3.2767587964736
Brazil,BRA,2019,1.22077782360842
Brazil,BRA,2018,1.783666761634
Brazil,BRA,2017,1.32286905404399
Brazil,BRA,2016,-3.27591690782192
Brazil,BRA,2015,-3.54576339269425
British Virgin Islands,VGB,2024,
British Virgin Islands,VGB,2023,
British Virgin Islands,VGB,2022,
British Virgin Islands,VGB,2021,
British Virgin Islands,VGB,2020,
British Virgin Islands,VGB,2019,
British Virgin Islands,VGB,2018,
British Virgin Islands,VGB,2017,
British Virgin Islands,VGB,2016,
British Virgin Islands,VGB,2015,
Brunei Darussalam,BRN,2024,4.05251709306727
Brunei Darussalam,BRN,2023,1.12764418162719
Brunei Darussalam,BRN,2022,-1.62833154515108
Brunei Darussalam,BRN,2021,-1.59076260099606
Brunei Darussalam,BRN,2020,1.1335733495246
Brunei Darussalam,BRN,2019,3.86884436177075
Brunei Darussalam,BRN,2018,0.0523710418528935
Brunei Darussalam,BRN,2017,1.32872661057823
Brunei Darussalam,BRN,2016,-2.47791771833224
Brunei Darussalam,BRN,2015,-0.392383749502031
Bulgaria,BGR,2024,3.38708962009333
Bulgaria,BGR,2023,1.68151075832925
Bulgaria,BGR,2022,4.08386398118941
Bulgaria,BGR,2021,7.82817310703665
Bulgaria,BGR,2020,-3.13323543125917
Bulgaria,BGR,2019,3.79331964589196
Bulgaria,BGR,2018,2.33015054210419
Bulgaria,BGR,2017,2.74592737750996
Bulgaria,BGR,2016,3.02662820096305
Bulgaria,BGR,2015,3.39755351999294
Burkina Faso,BFA,2024,4.83395810163883
Burkina Faso,BFA,2023,3.00027415814125
Burkina Faso,BFA,2022,1.62673258211919
Burkina Faso,BFA,2021,6.94252492572348
Burkina Faso,BFA,2020,2.01077262406221
Burkina Faso,BFA,2019,5.88920497068135
Burkina Faso,BFA,2018,6.60456906812341
Burkina Faso,BFA,2017,6.20348941121868
Burkina Faso,BFA,2016,5.95797670754024
Burkina Faso,BFA,2015,3.9212287937935
Burundi,BDI,2024,4.11227376394912
Burundi,BDI,2023,3.25476897326196
Burundi,BDI,2022,2.31770122350822
Burundi,BDI,2021,3.23707479372925
Burundi,BDI,2020,0.306443811651718
Burundi,BDI,2019,4.45934202358784
Burundi,BDI,2018,5.34224473186408
Burundi,BDI,2017,3.83185757061784
Burundi,BDI,2016,3.20017470408993
Burundi,BDI,2015,-0.404525595204191
Cabo Verde,CPV,2024,6.98888280991075
Cabo Verde,CPV,2023,4.7947613911073
Cabo Verde,CPV,2022,15.843675684642
Cabo Verde,CPV,2021,7.03353010694514
Cabo Verde,CPV,2020,-20.8052758990735
Cabo Verde,CPV,2019,6.94782634051859
Cabo Verde,CPV,2018,3.70696458310842
Cabo Verde,CPV,2017,4.5513148102974
Cabo Verde,CPV,2016,4.28071482662371
Cabo Verde,CPV,2015,0.936026507808833
Cambodia,KHM,2024,6.0158145735202
Cambodia,KHM,2023,5.00733043811898
Cambodia,KHM,2022,5.12990110773977
Cambodia,KHM,2021,3.08984284148661
Cambodia,KHM,2020,-3.55572193406549
Cambodia,KHM,2019,7.93695013588524
Cambodia,KHM,2018,8.77622376224463
Cambodia,KHM,2017,8.07503915535979
Cambodia,KHM,2016,7.90550116130704
Cambodia,KHM,2015,7.20703472529512
Cameroon,CMR,2024,3.52472308052245
Cameroon,CMR,2023,3.34756290750219
Cameroon,CMR,2022,3.7367840056412
Cameroon,CMR,2021,3.33885747179505
Cameroon,CMR,2020,0.259932915907115
Cameroon,CMR,2019,3.47505998194981
Cameroon,CMR,2018,3.95551423892049
Cameroon,CMR,2017,3.54117654926007
Cameroon,CMR,2016,4.53579423678801
Cameroon,CMR,2015,5.66695298703932
Canada,CAN,2024,2.04626605401701
Canada,CAN,2023,1.95308552199025
Canada,CAN,2022,4.69541985045903
Canada,CAN,2021,5.95052804984759
Canada,CAN,2020,-5.03823342794087
Canada,CAN,2019,1.90843193887251
Canada,CAN,2018,2.74296341402246
Canada,CAN,2017,3.03383491841392
Canada,CAN,2016,1.03855091989323
Canada,CAN,2015,0.64997101491096
Cayman Islands,CYM,2024,3.75641197192778
Cayman Islands,CYM,2023,5.80436961198644
Cayman Islands,CYM,2022,5.66079366938135
Cayman Islands,CYM,2021,4.86941655353661
Cayman Islands,CYM,2020,-4.95480696516726
Cayman Islands,CYM,2019,3.91563534249416
Cayman Islands,CYM,2018,4.26726745249641
Cayman Islands,CYM,2017,3.18404592334522
Cayman Islands,CYM,2016,3.23997433895669
Cayman Islands,CYM,2015,2.8331222262961
Central African Republic,CAF,2024,1.49999999847535
Central African Republic,CAF,2023,0.69996840076054
Central African Republic,CAF,2022,0.453901876447787
Central African Republic,CAF,2021,0.982919996264229
Central African Republic,CAF,2020,0.899999996857062
Central African Republic,CAF,2019,3.09999999999999
Central African Republic,CAF,2018,3.78944359275462
Central African Republic,CAF,2017,4.52727821346231
Central African Republic,CAF,2016,4.75031684122342
Central African Republic,CAF,2015,4.33712103020231
Chad,TCD,2024,4.95210484607125
Chad,TCD,2023,3.99861309461539
Chad,TCD,2022,4.12969897668356
Chad,TCD,2021,0.293442648033434
Chad,TCD,2020,-0.393646582380399
Chad,TCD,2019,5.38282202874814
Chad,TCD,2018,5.74111580758154
Chad,TCD,2017,-1.61746922820204
Chad,TCD,2016,-4.12250332637034
Chad,TCD,2015,3.30415979779805
Channel Islands,CHI,2024,
Channel Islands,CHI,2023,3.71500590367266
Channel Islands,CHI,2022,5.34196140375869
Channel Islands,CHI,2021,9.93680136985076
Channel Islands,CHI,2020,-8.89677926591959
Channel Islands,CHI,2019,1.57335596156342
Channel Islands,CHI,2018,1.1222435658518
Channel Islands,CHI,2017,1.80648131383585
Channel Islands,CHI,2016,1.21302407657195
Channel Islands,CHI,2015,0.374367083829384
Chile,CHL,2024,2.80512637106611
Chile,CHL,2023,0.677024831595858
Chile,CHL,2022,2.06391864254198
Chile,CHL,2021,11.3374032409913
Chile,CHL,2020,-6.1396969411886
Chile,CHL,2019,0.644223402631923
Chile,CHL,2018,3.99002947789977
Chile,CHL,2017,1.35769537343957
Chile,CHL,2016,1.753038749071
Chile,CHL,2015,2.15194249981184
China,CHN,2024,4.95830378788091
China,CHN,2023,5.41600334492955
China,CHN,2022,3.13385438394069
China,CHN,2021,8.57038414981781
China,CHN,2020,2.33950385203023
China,CHN,2019,6.06737806333672
China,CHN,2018,6.757806142324
China,CHN,2017,6.89123916636191
China,CHN,2016,6.7736886867727
China,CHN,2015,6.98162255562367
Colombia,COL,2024,1.49330728771066
Colombia,COL,2023,0.841819555752039
Colombia,COL,2022,7.32827729427979
Colombia,COL,2021,10.8011981904878
Colombia,COL,2020,-7.18591413760859
Colombia,COL,2019,3.18685539245533
Colombia,COL,2018,2.56432428277704
Colombia,COL,2017,1.35936086788746
Colombia,COL,2016,2.08738250162794
Colombia,COL,2015,2.95590137527523
Comoros,COM,2024,3.30071498500033
Comoros,COM,2023,3.1866131800554
Comoros,COM,2022,2.45381174550259
Comoros,COM,2021,2.04245238320844
Comoros,COM,2020,-0.195556841918759
Comoros,COM,2019,1.76078023564568
Comoros,COM,2018,3.64245114733689
Comoros,COM,2017,3.81576287489548
Comoros,COM,2016,3.3204465548877
Comoros,COM,2015,1.14735632260047
"Congo, Dem. Rep.",COD,2024,6.1025294442863
"Congo, Dem. Rep.",COD,2023,8.5334898318451
"Congo, Dem. Rep.",COD,2022,9.31116944064918
"Congo, Dem. Rep.",COD,2021,6.42961005647355
"Congo, Dem. Rep.",COD,2020,0.775427992354622
"Congo, Dem. Rep.",COD,2019,0.555384294580819
"Congo, Dem. Rep.",COD,2018,6.07168870646615
"Congo, Dem. Rep.",COD,2017,4.24121047272719
"Congo, Dem. Rep.",COD,2016,0.393832798154563
"Congo, Dem. Rep.",COD,2015,6.35973756164829
"Congo, Rep.",COG,2024,2.09998918002519
"Congo, Rep.",COG,2023,1.90686426346754
"Congo, Rep.",COG,2022,1.47535613247133
"Congo, Rep.",COG,2021,1.01507036990908
"Congo, Rep.",COG,2020,-6.26777227963225
"Congo, Rep.",COG,2019,1.12447391976529
"Congo, Rep.",COG,2018,-2.30431780125842
"Congo, Rep.",COG,2017,-5.59477371915547
"Congo, Rep.",COG,2016,-8.68524343913786
"Congo, Rep.",COG,2015,0.415193061293763
Costa Rica,CRI,2024,4.08292444182048
Costa Rica,CRI,2023,4.79187732359398
Costa Rica,CRI,2022,5.46119455235068
Costa Rica,CRI,2021,8.21817953969082
Costa Rica,CRI,2020,-4.14159340574358
Costa Rica,CRI,2019,2.70813912948329
Costa Rica,CRI,2018,2.85285959760458
Costa Rica,CRI,2017,4.15769914676933
Costa Rica,CRI,2016,4.20432320775184
Costa Rica,CRI,2015,3.65208093006359
Cote d'Ivoire,CIV,2024,6.0195346193922
Cote d'Ivoire,CIV,2023,6.60000045209176
Cote d'Ivoire,CIV,2022,6.39988362730921
Cote d'Ivoire,CIV,2021,7.06253713446816
Cote d'Ivoire,CIV,2020,0.699728593494228
Cote d'Ivoire,CIV,2019,6.72137167584978
Cote d'Ivoire,CIV,2018,4.84314605889178
Cote d'Ivoire,CIV,2017,7.41076242592504
Cote d'Ivoire,CIV,2016,7.17275963956332
Cote d'Ivoire,CIV,2015,7.19494942728191
Croatia,HRV,2024,3.82578440126859
Croatia,HRV,2023,3.76204092717136
Croatia,HRV,2022,7.29479114889533
Croatia,HRV,2021,12.6312741312741
Croatia,HRV,2020,-8.31046995309319
Croatia,HRV,2019,3.10247285336254
Croatia,HRV,2018,2.91107146210912
Croatia,HRV,2017,3.2840626939789
Croatia,HRV,2016,3.46613146011039
Croatia,HRV,2015,2.32056679330526
Cuba,CUB,2024,-1.06173273220524
Cuba,CUB,2023,-1.92937123169681
Cuba,CUB,2022,1.77465227724316
Cuba,CUB,2021,1.25448735650322
Cuba,CUB,2020,-10.9494359030206
Cuba,CUB,2019,-0.163087223606624
Cuba,CUB,2018,2.24794852913217
Cuba,CUB,2017,1.80979178380274
Cuba,CUB,2016,0.512843095700745
Cuba,CUB,2015,4.4383335888395
Curacao,CUW,2024,5.02690015475606
Curacao,CUW,2023,4.20199929761131
Curacao,CUW,2022,6.90600055461097
Curacao,CUW,2021,4.18371018614259
Curacao,CUW,2020,-18.4384696124769
Curacao,CUW,2019,-3.20613230348162
Curacao,CUW,2018,-2.10411133101029
Curacao,CUW,2017,-1.2762081008495
Curacao,CUW,2016,-1.06770848655277
Curacao,CUW,2015,0.458151544160046
Cyprus,CYP,2024,3.94076934447787
Cyprus,CYP,2023,3.62045368236082
Cyprus,CYP,2022,8.73854684881674
Cyprus,CYP,2021,11.3975590801512
Cyprus,CYP,2020,-3.22063018637567
Cyprus,CYP,2019,5.87559583386607
Cyprus,CYP,2018,6.27166360056404
Cyprus,CYP,2017,5.75083236554525
Cyprus,CYP,2016,6.57359080924678
Cyprus,CYP,2015,3.41892038889013
Czechia,CZE,2024,1.25131096245923
Czechia,CZE,2023,0.0475803308973752
Czechia,CZE,2022,2.8471706583814
Czechia,CZE,2021,4.02901832055149
Czechia,CZE,2020,-5.30487955463876
Czechia,CZE,2019,3.56577658128261
Czechia,CZE,2018,2.83030588267866
Czechia,CZE,2017,5.17356529967881
Czechia,CZE,2016,2.58087013921376
Czechia,CZE,2015,4.95875848915604
Denmark,DNK,2024,3.47783593140312
Denmark,DNK,2023,0.604587766175584
Denmark,DNK,2022,0.443832614908331
Denmark,DNK,2021,6.50025445756295
Denmark,DNK,2020,-1.78010601831291
Denmark,DNK,2019,1.71140093932736
Denmark,DNK,2018,1.8600074900921
Denmark,DNK,2017,3.05647723922718
Denmark,DNK,2016,3.07304549209093
Denmark,DNK,2015,2.10441456445301
Djibouti,DJI,2024,6.98048467276334
Djibouti,DJI,2023,6.80733529403308
Djibouti,DJI,2022,5.16653702854374
Djibouti,DJI,2021,4.40715667561153
Djibouti,DJI,2020,1.2021151728969
Djibouti,DJI,2019,5.54508081154978
Djibouti,DJI,2018,4.77433934943193
Djibouti,DJI,2017,5.458091517212
Djibouti,DJI,2016,7.1234323372872
Djibouti,DJI,2015,7.30898563450799
Dominica,DMA,2024,2.052738472526
Dominica,DMA,2023,3.65221012208734
Dominica,DMA,2022,10.3968076616121
Dominica,DMA,2021,5.37983838954712
Dominica,DMA,2020,-15.7064024545862
Dominica,DMA,2019,3.94809757938053
Dominica,DMA,2018,2.964010610466
Dominica,DMA,2017,-7.5443637547282
Dominica,DMA,2016,1.44724556489263
Dominica,DMA,2015,-3.37338262476895
Dominican Republic,DOM,2024,4.95352204492849
Dominican Republic,DOM,2023,2.19229848237939
Dominican Republic,DOM,2022,5.23795652902595
Dominican Republic,DOM,2021,14.0124289062207
Dominican Republic,DOM,2020,-7.92905234231061
Dominican Republic,DOM,2019,4.8940301149584
Dominican Republic,DOM,2018,7.09751640210159
Dominican Republic,DOM,2017,3.93386176401576
Dominican Republic,DOM,2016,6.71974078681295
Dominican Republic,DOM,2015,6.98771131236387
Ecuador,ECU,2024,-1.94409022506859
Ecuador,ECU,2023,1.8328406107788
Ecuador,ECU,2022,5.86842354862311
Ecuador,ECU,2021,9.42189269033631
Ecuador,ECU,2020,-9.24509619165865
Ecuador,ECU,2019,0.1654044646003
Ecuador,ECU,2018,1.04429460679607
Ecuador,ECU,2017,5.97039880954841
Ecuador,ECU,2016,-0.687954245877947
Ecuador,ECU,2015,0.119692109287612
"Egypt, Arab Rep.",EGY,2024,2.3991692678251
"Egypt, Arab Rep.",EGY,2023,3.76028052279247
"Egypt, Arab Rep.",EGY,2022,6.58784560870467
"Egypt, Arab Rep.",EGY,2021,3.29064601193245
"Egypt, Arab Rep.",EGY,2020,3.55016483883115
"Egypt, Arab Rep.",EGY,2019,5.55209307084222
"Egypt, Arab Rep.",EGY,2018,5.33110861887155
"Egypt, Arab Rep.",EGY,2017,4.18122099961562
"Egypt, Arab Rep.",EGY,2016,4.34664345601914
"Egypt, Arab Rep.",EGY,2015,4.37201907781687
El Salvador,SLV,2024,2.5904637107794
El Salvador,SLV,2023,3.35508721646165
El Salvador,SLV,2022,2.9546041089332
El Salvador,SLV,2021,11.9047617015957
El Salvador,SLV,2020,-7.893101359867
El Salvador,SLV,2019,2.43747159065784
El Salvador,SLV,2018,2.4124442237792
El Salvador,SLV,2017,2.24761908134138
El Salvador,SLV,2016,2.53906241135864
El Salvador,SLV,2015,2.40000008852115
Equatorial Guinea,GNQ,2024,0.39622552095193
Equatorial Guinea,GNQ,2023,-7.4250553172124
Equatorial Guinea,GNQ,2022,3.22350831658598
Equatorial Guinea,GNQ,2021,0.860269956382069
Equatorial Guinea,GNQ,2020,-4.79108083383294
Equatorial Guinea,GNQ,2019,-5.48182537893445
Equatorial Guinea,GNQ,2018,-6.23654406734575
Equatorial Guinea,GNQ,2017,-5.66750850486686
Equatorial Guinea,GNQ,2016,-8.81641723219757
Equatorial Guinea,GNQ,2015,-9.11004114881537
Eritrea,ERI,2024,
Eritrea,ERI,2023,
Eritrea,ERI,2022,
Eritrea,ERI,2021,
Eritrea,ERI,2020,
Eritrea,ERI,2019,
Eritrea,ERI,2018,
Eritrea,ERI,2017,
Eritrea,ERI,2016,
Eritrea,ERI,2015,
Estonia,EST,2024,-0.0900428648493801
Estonia,EST,2023,-2.74421914571231
Estonia,EST,2022,-1.22616966587796
Estonia,EST,2021,8.25488044580031
Estonia,EST,2020,-2.88380751483778
Estonia,EST,2019,3.72664943466884
Estonia,EST,2018,3.69969756161726
Estonia,EST,2017,5.63467248963991
Estonia,EST,2016,3.09301920751959
Estonia,EST,2015,1.83815262882932
Eswatini,SWZ,2024,3.03162462475916
Eswatini,SWZ,2023,3.53257662836211
Eswatini,SWZ,2022,0.386070835562705
Eswatini,SWZ,2021,4.23621913615419
Eswatini,SWZ,2020,-2.95183453409287
Eswatini,SWZ,2019,6.43186888691574
Eswatini,SWZ,2018,0.0653956557843571
Eswatini,SWZ,2017,3.52095345987983
Eswatini,SWZ,2016,2.94916821059911
Eswatini,SWZ,2015,1.70425806017289
Ethiopia,ETH,2024,7.61277447616879
Ethiopia,ETH,2023,6.59424599054353
Ethiopia,ETH,2022,5.32175988485454
Ethiopia,ETH,2021,5.64153069324176
Ethiopia,ETH,2020,6.05953089248577
Ethiopia,ETH,2019,8.36408573111346
Ethiopia,ETH,2018,6.81614778557282
Ethiopia,ETH,2017,9.56418965754014
Ethiopia,ETH,2016,9.43348265981905
Ethiopia,ETH,2015,10.3924630141307
Faroe Islands,FRO,2024,0.843716851362103
Faroe Islands,FRO,2023,3.15873872329266
Faroe Islands,FRO,2022,3.86099981669155
Faroe Islands,FRO,2021,5.06636291600633
Faroe Islands,FRO,2020,-1.63732118017028
