reporter_iso,reporter_name,year,gdp_current_usd,population_total,gdp_growth_annual_pct,trade_pct_of_gdp
GUM,Guam,2022,6910000000,165180,5.099864262,71.86685962
GUM,Guam,2023,,166506,,
GUM,Guam,2024,,167777,,
GUY,Guyana,2015,4279840194,758781,0.687404591,
GUY,Guyana,2016,4482697337,763548,3.807456264,
GUY,Guyana,2017,4748174334,768479,3.734491546,
GUY,Guyana,2018,4787636998,791556,4.440912885,
GUY,Guyana,2019,5173760192,807665,5.352840035,
GUY,Guyana,2020,5471256595,807481,43.47965172,
GUY,Guyana,2021,8041362110,815482,20.05999756,
GUY,Guyana,2022,14718388489,821637,63.33463437,
GUY,Guyana,2023,16918503597,826353,33.79501112,
GUY,Guyana,2024,24662714628,831087,43.81927264,
HKG,"Hong Kong SAR, China",2015,3.09386E+11,7291300,2.38780116,389.4059493
HKG,"Hong Kong SAR, China",2016,3.2086E+11,7336600,2.175448203,371.7272318
HKG,"Hong Kong SAR, China",2017,3.41273E+11,7393200,3.796109372,376.7956667
HKG,"Hong Kong SAR, China",2018,3.61731E+11,7452600,2.846909227,376.8927735
HKG,"Hong Kong SAR, China",2019,3.63075E+11,7507900,-1.67242866,353.7435211
HKG,"Hong Kong SAR, China",2020,3.44943E+11,7481000,-6.544796405,350.679705
HKG,"Hong Kong SAR, China",2021,3.68954E+11,7413100,6.454430383,402.4596815
HKG,"Hong Kong SAR, China",2022,3.58674E+11,7346100,-3.685283593,384.88591
HKG,"Hong Kong SAR, China",2023,3.80762E+11,7536100,3.150344618,353.1946089
HKG,"Hong Kong SAR, China",2024,4.08369E+11,7524100,2.629368612,359.390663
HND,Honduras,2015,20979791685,9237305,3.840079971,107.2644054
HND,Honduras,2016,21717604952,9412380,3.892972197,99.81571695
HND,Honduras,2017,23136247991,9588137,4.842913911,101.8131111
HND,Honduras,2018,24067750760,9765210,3.84499477,103.5511622
HND,Honduras,2019,24882225742,9943633,2.559634346,99.45953525
HND,Honduras,2020,23352232484,10119640,-8.965082233,88.00085638
HND,Honduras,2021,28144331507,10289877,12.56528438,103.3726435
HND,Honduras,2022,31426041807,10463872,4.14356194,112.6985249
HND,Honduras,2023,34355805528,10644851,3.575847605,98.79197983
HND,Honduras,2024,36980171442,10825703,3.632407455,91.66941179
HRV,Croatia,2015,50999271059,4151725,2.320566793,90.6517861
HRV,Croatia,2016,52650804052,4106867,3.46613146,92.13934323
HRV,Croatia,2017,56182225079,4041407,3.284062694,97.24523446
HRV,Croatia,2018,61668280700,3988775,2.911071462,99.08458931
HRV,Croatia,2019,61467261345,3949390,3.102472853,101.3951116
HRV,Croatia,2020,57959824238,3914206,-8.310469953,89.54753271
HRV,Croatia,2021,69002262505,3878981,12.63127413,102.3276143
HRV,Croatia,2022,71196460237,3855641,7.294791149,125.4107938
HRV,Croatia,2023,85621337533,3859686,3.762040927,107.2778016
HRV,Croatia,2024,92981894168,3866200,3.825784401,104.9124032
HTI,Haiti,2015,14849629309,10523242,1.400000009,41.94573812
HTI,Haiti,2016,14069277526,10671457,1.812468078,41.41090222
HTI,Haiti,2017,15093357161,10817754,2.510271345,42.07454779
HTI,Haiti,2018,16403864618,10962362,1.667810955,45.1385763
HTI,Haiti,2019,15016090930,11105163,-1.723096998,44.56871878
HTI,Haiti,2020,14508222518,11243848,-3.30550547,37.41388013
HTI,Haiti,2021,20754978152,11374586,-1.798239889,33.41200268
HTI,Haiti,2022,20113007126,11503606,-1.681983969,29.77460748
HTI,Haiti,2023,19572288894,11637398,-1.863884203,25.24789849
HTI,Haiti,2024,24255657481,11772557,-4.184951048,18.65476178
HUN,Hungary,2015,1.25244E+11,9797755,3.659816154,167.2907385
HUN,Hungary,2016,1.28984E+11,9759755,2.438641413,163.9719445
HUN,Hungary,2017,1.43335E+11,9726756,4.124183895,165.0328558
HUN,Hungary,2018,1.61185E+11,9706964,5.606138138,162.7008588
HUN,Hungary,2019,1.64937E+11,9694824,5.077184951,159.9255565
HUN,Hungary,2020,1.58468E+11,9670419,-4.3387254,154.5270029
HUN,Hungary,2021,1.83283E+11,9630932,7.222915808,159.1875273
HUN,Hungary,2022,1.77003E+11,9605074,4.152380578,184.9699526
HUN,Hungary,2023,2.1303E+11,9592186,-0.817107371,158.6188256
HUN,Hungary,2024,2.22848E+11,9562065,0.709070599,147.9266665
IDN,Indonesia,2015,8.60854E+11,261799249,4.8763223,41.93764024
IDN,Indonesia,2016,9.31877E+11,264627418,5.033069183,37.4213418
IDN,Indonesia,2017,1.01562E+12,267346658,5.069785901,39.35549707
IDN,Indonesia,2018,1.04227E+12,269951846,5.17429154,43.07430896
IDN,Indonesia,2019,1.1191E+12,272489381,5.01928768,37.62777754
IDN,Indonesia,2020,1.05905E+12,274814866,-2.065511829,32.9721754
IDN,Indonesia,2021,1.18651E+12,276758053,3.702885628,40.20475827
IDN,Indonesia,2022,1.3191E+12,278830529,5.307197227,45.4646702
IDN,Indonesia,2023,1.37117E+12,281190067,5.048831179,41.46047654
IDN,Indonesia,2024,1.3963E+12,283487931,5.032574771,42.80993787
IMN,Isle of Man,2015,7084800892,83593,-0.385866882,
IMN,Isle of Man,2016,6846377563,83466,6.952302849,
IMN,Isle of Man,2017,6979788334,83609,2.837758071,
IMN,Isle of Man,2018,7491649456,83805,2.213397539,
IMN,Isle of Man,2019,7314967866,83957,0.254877847,
IMN,Isle of Man,2020,6684225641,84064,-8.836816975,
IMN,Isle of Man,2021,7931193222,84106,3.837836323,
IMN,Isle of Man,2022,7431257411,84132,-4.168477225,
IMN,Isle of Man,2023,7576129933,84165,-2.03524497,
IMN,Isle of Man,2024,,84160,,
IND,India,2015,2.10359E+12,1328024498,7.996253786,41.92291387
IND,India,2016,2.2948E+12,1343944296,8.256305502,40.08248571
IND,India,2017,2.65147E+12,1359657400,6.795383419,40.74249695
IND,India,2018,2.70293E+12,1374659064,6.453851345,43.61696933
IND,India,2019,2.83561E+12,1389030312,3.871436941,39.90540353
IND,India,2020,2.67485E+12,1402617695,-5.777724707,37.75810533
IND,India,2021,3.16727E+12,1414203896,9.689592492,45.42308878
IND,India,2022,3.24994E+12,1425423212,7.609364978,50.69793828
IND,India,2023,3.50091E+12,1438069596,7.210224629,46.32295206
IND,India,2024,3.76081E+12,1450935791,7.099278932,45.91669077
IRL,Ireland,2015,3.02101E+11,4701957,24.62398564,223.7029383
IRL,Ireland,2016,3.05431E+11,4762722,1.222716611,239.7085278
IRL,Ireland,2017,3.48355E+11,4827445,10.10885761,233.3040833
IRL,Ireland,2018,3.9578E+11,4898022,7.688659374,222.453716
IRL,Ireland,2019,4.07212E+11,4976456,4.972880038,257.6527729
IRL,Ireland,2020,4.36009E+11,5039747,7.153695057,258.780437
IRL,Ireland,2021,5.30394E+11,5110585,16.25818812,231.0323509
IRL,Ireland,2022,5.48342E+11,5212836,7.511138884,237.7554196
IRL,Ireland,2023,5.67373E+11,5311538,-2.536374093,239.6496276
IRL,Ireland,2024,6.09157E+11,5395790,2.599467216,246.1698749
IRN,"Iran, Islamic Rep.",2015,4.09192E+11,82619362,-1.424884939,39.42258866
IRN,"Iran, Islamic Rep.",2016,4.78618E+11,83812228,8.815086643,39.87724177
IRN,"Iran, Islamic Rep.",2017,5.1024E+11,85026754,3.026854687,43.15569314
IRN,"Iran, Islamic Rep.",2018,4.11903E+11,86117998,-3.747960157,56.61534961
IRN,"Iran, Islamic Rep.",2019,3.47988E+11,87051648,-2.361435388,48.59177121
IRN,"Iran, Islamic Rep.",2020,2.80934E+11,87723443,4.441808654,43.88446749
IRN,"Iran, Islamic Rep.",2021,4.07351E+11,88455488,4.13089685,42.67237954
IRN,"Iran, Islamic Rep.",2022,4.22662E+11,89524246,4.352810875,48.91835082
IRN,"Iran, Islamic Rep.",2023,4.5751E+11,90608707,5.332351161,49.3935501
IRN,"Iran, Islamic Rep.",2024,4.75252E+11,91567738,3.663120579,52.06213068
IRQ,Iraq,2015,1.66774E+11,37560535,2.606766429,69.5917686
IRQ,Iraq,2016,1.66744E+11,38469627,13.78737302,54.58832019
IRQ,Iraq,2017,1.87218E+11,39337353,-1.819750351,59.78091239
IRQ,Iraq,2018,2.27367E+11,40265624,2.633850991,65.80179177
IRQ,Iraq,2019,2.33636E+11,41192171,5.513790579,68.98993842
IRQ,Iraq,2020,1.80899E+11,42116605,-12.0367931,57.7423164
IRQ,Iraq,2021,2.09692E+11,43071211,1.50218071,61.50326831
IRQ,Iraq,2022,2.87372E+11,44070551,7.95904805,68.75879409
IRQ,Iraq,2023,2.68881E+11,45074049,0.517705525,69.4613208
IRQ,Iraq,2024,2.79641E+11,46042015,-1.545251983,77.13893931
ISL,Iceland,2015,17700486957,330815,3.768590202,94.88880275
ISL,Iceland,2016,21083713310,335439,6.218087647,87.7600166
ISL,Iceland,2017,25060086488,343400,3.485067042,86.35853369
ISL,Iceland,2018,26677652544,352721,4.660770362,88.93499697
ISL,Iceland,2019,24985687022,360563,1.138212273,83.79236595
ISL,Iceland,2020,22034665041,366463,-6.645878105,68.65502335
ISL,Iceland,2021,26234872402,372520,5.180571907,76.23172499
ISL,Iceland,2022,29176227825,382003,8.857298979,93.01642951
ISL,Iceland,2023,31701996434,385663,5.032259738,87.23888109
ISL,Iceland,2024,33186621855,386506,-1.282876444,86.18157928
ISR,Israel,2015,3.02841E+11,8380100,2.235998896,59.02015571
ISR,Israel,2016,3.21084E+11,8546000,4.536019392,57.95330516
ISR,Israel,2017,3.57361E+11,8713300,4.343945189,56.45193738
ISR,Israel,2018,3.7547E+11,8882800,4.053499529,58.87340134
ISR,Israel,2019,3.99208E+11,9054000,3.578987629,56.52816184
ISR,Israel,2020,4.10909E+11,9215100,-1.80206928,51.14039846
ISR,Israel,2021,4.89735E+11,9371400,9.335346902,54.81840366
ISR,Israel,2022,5.25158E+11,9557500,6.364072348,60.63584283
ISR,Israel,2023,5.13393E+11,9849000,2.062725047,57.97778233
ISR,Israel,2024,5.42284E+11,10002200,0.953618469,54.38225638
ITA,Italy,2015,1.84543E+12,60229605,0.885667635,55.43568581
ITA,Italy,2016,1.88711E+12,60115223,1.236221085,54.4321467
ITA,Italy,2017,1.97072E+12,60002252,1.603699953,57.58299403
ITA,Italy,2018,2.09944E+12,59877221,0.826646712,59.27498351
ITA,Italy,2019,2.01961E+12,59729081,0.429162534,58.69419026
ITA,Italy,2020,1.90748E+12,59438851,-8.868221222,53.9394839
ITA,Italy,2021,2.17921E+12,59133173,8.931062108,60.30197762
ITA,Italy,2022,2.10407E+12,59013667,4.821176699,72.0165023
ITA,Italy,2023,2.31688E+12,58984216,0.922796544,65.10284194
ITA,Italy,2024,2.38344E+12,58952704,0.783039135,62.59261449
JAM,Jamaica,2015,14963589916,2802534,0.921487124,
JAM,Jamaica,2016,14898999754,2809915,2.760437614,
JAM,Jamaica,2017,15783583237,2815764,2.293033713,
JAM,Jamaica,2018,16855447986,2820097,2.515844586,
JAM,Jamaica,2019,17026269263,2823271,1.809431473,
JAM,Jamaica,2020,15000214216,2830739,-8.304419236,
JAM,Jamaica,2021,15963885376,2837682,5.704679783,
JAM,Jamaica,2022,18813516805,2839144,6.439303237,
JAM,Jamaica,2023,21418797833,2839786,2.746344339,
JAM,Jamaica,2024,22014429051,2839175,-0.535039064,
JOR,Jordan,2015,42394049296,9544729,2.522616711,
JOR,Jordan,2016,43688498732,10006367,2.11166807,
JOR,Jordan,2017,45535614366,10234226,2.507703981,
JOR,Jordan,2018,47435850423,10462306,1.853834156,
JOR,Jordan,2019,48640273803,10671891,1.856330066,
JOR,Jordan,2020,47931770986,10865228,-1.152575342,
JOR,Jordan,2021,50702940986,11066356,3.752012768,
JOR,Jordan,2022,53516930141,11256263,2.746861545,
JOR,Jordan,2023,56123472113,11439213,3.12900102,
JOR,Jordan,2024,58618380563,11552876,2.556058918,
JPN,Japan,2015,4.53444E+12,127141000,1.799977358,34.72763059
JPN,Japan,2016,5.11036E+12,127076000,0.704986495,30.65627931
JPN,Japan,2017,5.03823E+12,126972000,1.623450622,33.68883368
JPN,Japan,2018,5.15429E+12,126811000,0.834143846,35.80357496
JPN,Japan,2019,5.24576E+12,126633000,-0.308496921,34.35829728
JPN,Japan,2020,5.1892E+12,126261000,-4.283279427,30.51922269
JPN,Japan,2021,5.22593E+12,125681593,3.564195315,35.42539273
JPN,Japan,2022,4.44798E+12,125124989,1.331647507,44.86063102
JPN,Japan,2023,4.38485E+12,124516650,0.720785305,43.59508338
JPN,Japan,2024,4.19001E+12,123975371,-0.240084236,44.85293886
KAZ,Kazakhstan,2015,1.84388E+11,18084169,1.200000001,53.04972881
KAZ,Kazakhstan,2016,1.37278E+11,18363600,1.099999999,60.31159659
KAZ,Kazakhstan,2017,1.66806E+11,18651931,4.100000003,56.82538794
KAZ,Kazakhstan,2018,1.7934E+11,18932727,4.099999993,63.52795651
KAZ,Kazakhstan,2019,1.81667E+11,19209555,4.500000001,64.85861655
KAZ,Kazakhstan,2020,1.71082E+11,19482117,-2.499999996,57.02644237
KAZ,Kazakhstan,2021,1.97112E+11,19743603,4.299999997,58.66860858
KAZ,Kazakhstan,2022,2.25496E+11,20034609,3.2,68.33431474
KAZ,Kazakhstan,2023,2.6184E+11,20330104,5.1,62.33428377
KAZ,Kazakhstan,2024,2.9148E+11,20592571,5,57.1613432
KEN,Kenya,2015,70120446897,47088526,4.967721128,40.32738469
KEN,Kenya,2016,74815144164,48139687,4.213517068,34.86501957
KEN,Kenya,2017,82036510877,49197766,3.837958174,35.99505788
KEN,Kenya,2018,92202979985,50207107,5.647946407,34.41475318
KEN,Kenya,2019,1.00378E+11,51202827,5.114158858,31.75946184
KEN,Kenya,2020,1.00658E+11,52217334,-0.272766327,30.39913878
KEN,Kenya,2021,1.09704E+11,53219166,7.590489473,35.00204778
KEN,Kenya,2022,1.14449E+11,54252461,4.859981043,40.27532384
KEN,Kenya,2023,1.07501E+11,55339003,5.719992412,40.93376774
KEN,Kenya,2024,1.20398E+11,56432944,4.660195946,40.00625297
KGZ,Kyrgyz Republic,2015,6678177512,6040036,3.875825445,110.9615707
KGZ,Kyrgyz Republic,2016,6813095379,6175338,4.335855922,105.823574
KGZ,Kyrgyz Republic,2017,7702938379,6306696,4.739937224,100.6174458
KGZ,Kyrgyz Republic,2018,8271106235,6444079,3.757910136,98.8755599
KGZ,Kyrgyz Republic,2019,9371275264,6590211,4.600625657,94.43028235
KGZ,Kyrgyz Republic,2020,8270468614,6726596,-7.148977577,78.99227843
KGZ,Kyrgyz Republic,2021,9249133946,6851224,5.507007627,100.2613769
KGZ,Kyrgyz Republic,2022,12134931018,6975220,8.9675052,133.786718
KGZ,Kyrgyz Republic,2023,15180842369,7099750,9.013292834,132.3734039
KGZ,Kyrgyz Republic,2024,18161630699,7221868,11.53971194,130.1007435
KHM,Cambodia,2015,24174170369,15623251,7.207034725,122.1095968
KHM,Cambodia,2016,26556545153,15852803,7.905501161,122.7045556
KHM,Cambodia,2017,29355665910,16073372,8.075039155,121.1554513
KHM,Cambodia,2018,33145892169,16274522,8.776223762,118.4376554
KHM,Cambodia,2019,36685356408,16481304,7.936950136,115.7366791
KHM,Cambodia,2020,34818073901,16725474,-3.555721934,122.1053963
KHM,Cambodia,2021,36790163687,16974305,3.089842841,146.1798465
KHM,Cambodia,2022,39994532960,17201724,5.129901108,145.8736328
KHM,Cambodia,2023,42335646896,17423880,5.007330438,134.2068424
KHM,Cambodia,2024,46352647037,17638801,6.015814574,143.4470097
KIR,Kiribati,2015,191559398.7,116815,11.26532094,109.8890984
KIR,Kiribati,2016,206467818.5,118478,7.088034658,111.2697907
KIR,Kiribati,2017,223029864.5,120275,3.712001716,100.4917526
KIR,Kiribati,2018,233859230.2,122084,3.424657534,83.24361022
KIR,Kiribati,2019,216891541,123921,3.311258278,98.35658191
KIR,Kiribati,2020,220909306.8,126099,-1.282051282,78.40120768
KIR,Kiribati,2021,285451584.4,128377,8.441558442,74.45051002
KIR,Kiribati,2022,271214374.5,130469,5.089820359,107.2197717
KIR,Kiribati,2023,291657337.8,132530,3.133903134,106.4797725
KIR,Kiribati,2024,343153235.1,134518,4.696132597,102.1104262
KNA,St. Kitts and Nevis,2015,957222222.2,47087,0.694135528,
KNA,St. Kitts and Nevis,2016,1006818519,47075,3.932703193,
KNA,St. Kitts and Nevis,2017,1056977778,47050,0.220941147,
KNA,St. Kitts and Nevis,2018,1076548148,47008,2.003525498,
KNA,St. Kitts and Nevis,2019,1107855556,46952,2.938246581,
KNA,St. Kitts and Nevis,2020,883922222.2,46870,-15.30188917,
KNA,St. Kitts and Nevis,2021,858622222.2,46763,0.367606879,
KNA,St. Kitts and Nevis,2022,981429629.6,46709,10.48049415,
KNA,St. Kitts and Nevis,2023,1055651852,46758,3.021275261,
KNA,St. Kitts and Nevis,2024,1122388889,46843,0.312226856,
KOR,"Korea, Rep.",2015,1.53921E+12,51014947,2.920292673,75.38817746
KOR,"Korea, Rep.",2016,1.57915E+12,51217803,3.17152749,69.89972213
KOR,"Korea, Rep.",2017,1.7102E+12,51361911,3.433191764,73.19214083
KOR,"Korea, Rep.",2018,1.82425E+12,51585058,3.176115682,74.70751621
KOR,"Korea, Rep.",2019,1.75105E+12,51764822,2.313802106,71.44706324
KOR,"Korea, Rep.",2020,1.74407E+12,51836239,-0.700242318,65.54495786
KOR,"Korea, Rep.",2021,1.94231E+12,51769539,4.612967955,75.30630476
KOR,"Korea, Rep.",2022,1.79936E+12,51672569,2.727564567,90.58514753
KOR,"Korea, Rep.",2023,1.8448E+12,51712619,1.583014674,82.25800907
KOR,"Korea, Rep.",2024,1.87539E+12,51751065,2.003611018,84.64249512
KWT,Kuwait,2015,1.14586E+11,3834574,0.592770817,98.69998845
KWT,Kuwait,2016,1.09407E+11,4004096,2.926075843,96.15767238
KWT,Kuwait,2017,1.20688E+11,4154812,-4.712222705,97.84004646
KWT,Kuwait,2018,1.38646E+11,4323515,2.74333045,102.7856307
KWT,Kuwait,2019,1.40856E+11,4442316,2.263817066,91.68571239
KWT,Kuwait,2020,1.11045E+11,4400267,-4.817315934,82.01251013
KWT,Kuwait,2021,1.48351E+11,4360865,1.672130543,82.00037518
KWT,Kuwait,2022,1.83502E+11,4589643,6.75866712,90.9188102
KWT,Kuwait,2023,1.65463E+11,4853420,-1.640878,96.03435097
KWT,Kuwait,2024,1.60903E+11,4897263,-1.474018182,93.99091627
LAO,Lao PDR,2015,14426380126,6801645,7.270065844,85.7983217
LAO,Lao PDR,2016,15912501723,6908802,7.022836255,75.09189092
LAO,Lao PDR,2017,17071155481,7018147,6.892530873,
LAO,Lao PDR,2018,18141641090,7128045,6.247960008,
LAO,Lao PDR,2019,18740561513,7237636,5.457735092,
LAO,Lao PDR,2020,18981805250,7346533,0.503031829,
LAO,Lao PDR,2021,18827148531,7453194,2.528351005,
LAO,Lao PDR,2022,15468785204,7559007,2.707426526,
LAO,Lao PDR,2023,15843155731,7664993,3.745681402,
LAO,Lao PDR,2024,16502933121,7769819,4.130192644,
LBN,Lebanon,2015,49929337837,6472469,0.462320793,71.83904263
LBN,Lebanon,2016,51147308774,6323060,1.554549409,67.72361779
LBN,Lebanon,2017,53027680686,6160128,0.903028464,68.45542926
LBN,Lebanon,2018,54901519156,5984119,-1.884705756,68.2573073
LBN,Lebanon,2019,51605959131,5794594,-6.914924729,62.98091601
LBN,Lebanon,2020,31712128254,5702398,-21.39989969,50.12980429
LBN,Lebanon,2021,23131941557,5718122,-7.001238625,78.8286204
LBN,Lebanon,2022,20992421949,5744489,-0.621678971,114.8882783
LBN,Lebanon,2023,20078620357,5773493,-0.76058447,104.2064101
LBN,Lebanon,2024,25971643441,5805962,-7.079891929,82.23236046
LBR,Liberia,2015,3227075700,4659431,-0.01856497,
LBR,Liberia,2016,3398419600,4755608,-1.554958617,
LBR,Liberia,2017,3390703400,4848925,2.45515592,
LBR,Liberia,2018,3422754800,4944726,1.157575122,
LBR,Liberia,2019,3319596500,5043721,-2.467297635,
LBR,Liberia,2020,3176126300,5149463,-2.982491276,
LBR,Liberia,2021,3513049500,5259323,4.986712835,
LBR,Liberia,2022,4001047000,5373294,4.808105173,
LBR,Liberia,2023,4390000000,5493031,4.683756888,
LBR,Liberia,2024,4779300900,5612817,4.02185465,
LBY,Libya,2015,48717501321,6531819,-0.842656252,56.90490733
LBY,Libya,2016,49912073701,6632126,-1.490941117,41.11017606
LBY,Libya,2017,67157452182,6738770,32.49180219,47.54896619
LBY,Libya,2018,76686029772,6849055,7.941367853,63.7811336
LBY,Libya,2019,69254496472,6951033,-11.19608289,78.99396919
LBY,Libya,2020,46854285441,7045399,-29.45529673,50.97579344
LBY,Libya,2021,35217995647,7135175,28.29968234,164.28407
LBY,Libya,2022,43246297922,7223805,-8.299818112,156.3216847
LBY,Libya,2023,44027664915,7305659,10.20004979,161.0702326
LBY,Libya,2024,48487151215,7381023,1.89995052,137.5111307
LCA,St. Lucia,2015,1807640741,174905,0.101917836,
LCA,St. Lucia,2016,1868544444,175646,3.427872145,
LCA,St. Lucia,2017,1998503704,176342,3.379826173,
LCA,St. Lucia,2018,2060955556,177017,2.886779022,
LCA,St. Lucia,2019,2090074074,177661,-1.029367895,
LCA,St. Lucia,2020,1521740741,178250,-22.90051386,
LCA,St. Lucia,2021,1871111111,178522,11.14669932,
LCA,St. Lucia,2022,2319888889,178781,19.34567954,
LCA,St. Lucia,2023,2441259259,179285,3.907748029,
LCA,St. Lucia,2024,2605148148,179744,4.768902179,
LIE,Liechtenstein,2015,6268515276,37494,,
LIE,Liechtenstein,2016,6237302034,37716,,
LIE,Liechtenstein,2017,6474308718,37962,,
LIE,Liechtenstein,2018,6692620692,38246,,
LIE,Liechtenstein,2019,6436467007,38563,,
LIE,Liechtenstein,2020,6405870210,38901,,
LIE,Liechtenstein,2021,7912602342,39182,,
LIE,Liechtenstein,2022,7426856243,39493,,
LIE,Liechtenstein,2023,8239379403,39846,,
LIE,Liechtenstein,2024,8905764270,40450,,
LKA,Sri Lanka,2015,85090300896,20970000,4.205955475,46.91797081
LKA,Sri Lanka,2016,88000210878,21209000,5.05362489,46.47153703
LKA,Sri Lanka,2017,94369350439,21453000,6.460681271,47.1404098
LKA,Sri Lanka,2018,94450015983,21670000,2.310084255,49.80939675
LKA,Sri Lanka,2019,88998706178,21803000,-0.220483887,49.42552389
LKA,Sri Lanka,2020,84335574372,21919000,-4.624515037,37.08911886
LKA,Sri Lanka,2021,88556699052,22156000,4.207476495,41.22884633
LKA,Sri Lanka,2022,74143020304,22181000,-7.349193111,46.68260802
LKA,Sri Lanka,2023,84080307356,22037000,-2.028929669,43.34766812
LKA,Sri Lanka,2024,99616111266,21916000,4.992416144,42.11960983
LSO,Lesotho,2015,2359686725,2104611,3.12406678,129.7227731
LSO,Lesotho,2016,2114426452,2130422,3.608907317,136.3152477
LSO,Lesotho,2017,2306741672,2157110,-3.138174937,146.3667713
LSO,Lesotho,2018,2556247292,2183603,-1.480633158,144.4349555
LSO,Lesotho,2019,2390702296,2209405,-1.417993831,140.5166335
LSO,Lesotho,2020,2053699864,2235727,-8.155957855,141.0966051
LSO,Lesotho,2021,2412130057,2261542,2.266709618,139.1864795
LSO,Lesotho,2022,2354980960,2286110,2.387780202,142.3739811
LSO,Lesotho,2023,2129871530,2311472,1.694331776,140.7224879
LSO,Lesotho,2024,2391282548,2337423,5.225033803,152.4743891
LTU,Lithuania,2015,41540954817,2911109,2.832806433,138.195575
LTU,Lithuania,2016,42970749245,2877325,2.671922151,134.6904497
LTU,Lithuania,2017,47756764508,2842639,4.612243103,144.9183931
LTU,Lithuania,2018,54261795149,2819200,4.918367801,147.2021325
LTU,Lithuania,2019,55122066226,2811089,4.677351835,148.374996
LTU,Lithuania,2020,57412038533,2810369,0.042815834,135.7965656
LTU,Lithuania,2021,67072165721,2808380,6.394817729,154.7263039
LTU,Lithuania,2022,70639687326,2831639,2.465320132,176.6318171
LTU,Lithuania,2023,80356613555,2871585,0.739537398,147.9907518
LTU,Lithuania,2024,85503938574,2888278,3.030195438,142.4199102
LUX,Luxembourg,2015,60071584216,569604,2.268365727,351.131954
LUX,Luxembourg,2016,62216885436,582014,4.978190471,348.4374094
LUX,Luxembourg,2017,65712180343,596336,1.317119423,353.793992
LUX,Luxembourg,2018,71085623495,607950,1.611298912,361.8654452
LUX,Luxembourg,2019,69872035114,620001,2.749320919,382.6607806
LUX,Luxembourg,2020,73670782100,630419,-0.510051634,375.5813948
LUX,Luxembourg,2021,86386759695,640064,6.929732708,397.5061809
LUX,Luxembourg,2022,80801680397,653103,-1.097412563,412.1771699
LUX,Luxembourg,2023,88788881539,666430,0.099437059,402.5669682
LUX,Luxembourg,2024,93279851863,677012,0.358614004,351.2679212
LVA,Latvia,2015,26344565877,1977527,3.783367121,126.3800144
LVA,Latvia,2016,27117105060,1959537,2.55168602,123.3305184
LVA,Latvia,2017,29391059767,1942248,3.398948726,128.7140033
LVA,Latvia,2018,33247935477,1927174,4.309712863,128.2340956
LVA,Latvia,2019,33099503951,1913822,0.675372772,125.2916317
LVA,Latvia,2020,33379927435,1900449,-3.469227508,123.883198
LVA,Latvia,2021,38183326785,1884490,6.942541731,136.7966154
LVA,Latvia,2022,38003198509,1879383,1.90853419,159.8927782
LVA,Latvia,2023,42779550937,1883710,-0.941606069,135.6429892
LVA,Latvia,2024,44001275013,1866124,-0.037055665,131.3095824
MAC,"Macao SAR, China",2015,44940613353,642900,-21.75400788,119.2504368
MAC,"Macao SAR, China",2016,44964868324,652500,-0.701510213,112.8902327
MAC,"Macao SAR, China",2017,50297028371,648400,9.918558445,115.4546626
MAC,"Macao SAR, China",2018,55076322634,658900,6.359170306,116.5686768
MAC,"Macao SAR, China",2019,55025172016,672000,-2.460909401,115.2312989
MAC,"Macao SAR, China",2020,25280064168,685400,-54.40209258,123.4343744
MAC,"Macao SAR, China",2021,30633941629,682500,22.462202,171.3159708
MAC,"Macao SAR, China",2022,24929307447,677300,-18.95694149,170.3680493
MAC,"Macao SAR, China",2023,45626467280,678800,75.30841843,145.8744673
MAC,"Macao SAR, China",2024,49467258923,687000,7.84960207,142.0794346
MAF,St. Martin (French part),2015,,37369,1,
MAF,St. Martin (French part),2016,,37175,5,
MAF,St. Martin (French part),2017,,36837,-8.00000324,
MAF,St. Martin (French part),2018,,36012,-7.999995069,
MAF,St. Martin (French part),2019,652206037.1,34267,6.500003637,
MAF,St. Martin (French part),2020,,31786,-12.50000225,
MAF,St. Martin (French part),2021,649206262.8,29961,4.899999671,
MAF,St. Martin (French part),2022,,28870,,
MAF,St. Martin (French part),2023,,27515,,
MAF,St. Martin (French part),2024,,26129,,
MAR,Morocco,2015,1.10414E+11,34607588,4.344582976,67.28867593
MAR,Morocco,2016,1.11573E+11,35023457,0.521185506,71.12266038
MAR,Morocco,2017,1.18541E+11,35446392,5.057898162,74.17335788
MAR,Morocco,2018,1.27341E+11,35839760,3.06564133,77.25488752
MAR,Morocco,2019,1.2892E+11,36210898,2.890974761,75.99811588
MAR,Morocco,2020,1.21354E+11,36584208,-7.178207442,68.84380339
MAR,Morocco,2021,1.42022E+11,36954442,8.154738898,75.52341718
MAR,Morocco,2022,1.31245E+11,37329064,1.812692422,100.9063102
MAR,Morocco,2023,1.46036E+11,37712505,3.65564411,93.11788442
MAR,Morocco,2024,1.60611E+11,38081173,3.79336516,92.18724461
MCO,Monaco,2015,6264753586,36757,4.910371765,
MCO,Monaco,2016,6471287669,37276,3.008443588,
MCO,Monaco,2017,6430258225,37678,-3.206183238,
MCO,Monaco,2018,7184336760,38154,5.697901212,
MCO,Monaco,2019,7383494129,38109,7.12088952,
MCO,Monaco,2020,6730733231,38050,-13.23910483,
MCO,Monaco,2021,8623241327,38527,22.23221559,
MCO,Monaco,2022,8800432774,38931,11.26629552,
